Index,Ticket ID,Customer Plan,Ticket Subject,Ticket Text,Priority Hint
1857,0WxR6wyAJt,Enterprise,Need CSV export before meeting,We ran into an issue with a filtered contact list: the browser tab was closed by mistake. The affected rows are mostly from the United Kingdom. We are testing this on a small file before running the full import. What is the safest way to speed up the export?,Urgent
1858,43Fam7V1q7,Business,Special characters look wrong,The workflow related to German company names reported some rows came from an old CRM export. This started after we exported from Salesforce. The affected rows are mostly from Canada. I can share a sample row if needed. Please re-export the file correctly and let me know the next step.,Medium
1859,tClIApgS6O,Free,Scheduled enrichment did not finish,I need help with LinkedIn URLs because we found the log shows a timeout. The affected rows are mostly from the United States. Finance is waiting for an answer. What is the safest way to disable auto-run temporarily?,High
1860,nlZvWApoYO,Enterprise,Scheduled enrichment did not finish,"Our team is working on new leads, and we found the log shows a timeout. We are using Edge on Windows. This started after we exported from Google Sheets. This is blocking today's cleanup work. Can you help us avoid duplicate charges?",Medium
1861,1hkwi9Dz15,Free,Password reset did not work,The workflow related to a new SSO user reported the reset email never arrived. This started after we exported from Airtable. This is blocking today's cleanup work. What is the safest way to send a recovery link?,Low
1862,5YSbJDUxXb,Enterprise,Duplicates are not detected,"Our team is working on accounts from two CRMs, and we found the duplicate groups look too strict. The workspace has 7 active users. Finance is waiting for an answer. Is there a way to preview duplicate groups?",Medium
1863,FfFTHF6qyG,Business,Encoding issue in names,"While preparing Italian city names for a deadline, we found some rows came from an old CRM export. The workspace has 3 active users. We need this before a customer meeting. Could you help us fix the encoding?",Low
1864,bcf7sC5Aqa,Starter,Need CSV export before meeting,"During a cleanup involving an enriched company table, we found the export must include all columns. The workspace has 26 active users. We are using Safari on Ubuntu. The sales team is waiting for the cleaned file. What is the safest way to retry the job?",High
1865,aOyTHxhtr9,Business,Need help merging duplicate rows,We ran into an issue with names with typos: the same company appears with local branches. The workspace has 7 active users. We are using Firefox on Windows. Finance is waiting for an answer. What should we check before we tune the matching rules?,Urgent
1866,Ib8sfqmXy0,Starter,Locked out after email change,"During a cleanup involving a contractor login, we found the old email is no longer active. The file has 1,000,000 rows and 86 columns. I can share a sample row if needed. Could you help us check the SSO configuration?",High
1867,MbEjBOzu9C,Free,CSV columns shifted after upload,"During a cleanup involving a product catalog, we found empty columns near the end. The workspace has 3 active users. The sales team is waiting for the cleaned file. Is there a way to upload the file safely?",Urgent
1868,GYfZHXqWDu,Free,Auto-run stopped processing rows,We ran into an issue with email addresses: the run stopped overnight. We are using Edge on iPadOS. Finance is waiting for an answer. Please resume from the failed rows and let me know the next step.,Urgent
1869,mKTJST5pQD,Business,Scheduled enrichment did not finish,"After checking LinkedIn URLs, we saw that auto-run did not pick up new rows. This started after we exported from Google Sheets. The upload file is a semicolon CSV created from a nightly export. This is blocking today's cleanup work. Can you confirm whether you can resume from the failed rows?",High
1870,GziDIRywnl,Enterprise,Auto-run stopped processing rows,"We ran into an issue with email addresses: credits were consumed before the failure. The affected rows are mostly from the United Kingdom. We are using Firefox on macOS. The issue affects one workspace, but not another. What should we check before we explain the error?",Medium
1871,m2W2yy0s95,Free,Webhook failed during enrichment,"During a cleanup involving company domains, we found only some rows were processed. We are using Firefox on iPadOS. We can work around it today, but need a reliable fix. Can you confirm whether you can show failed rows?",High
1872,J6C7qrjZzQ,Business,Billing amount looks wrong,"During a cleanup involving a duplicate subscription, we found the receipt does not match our purchase order. This started after we exported from Excel. We need this before a customer meeting. Can you help us confirm the active seats?",Urgent
1873,J53uBCVE7Q,Enterprise,Need CSV export before meeting,"After checking a 200k-row collection, we saw that the browser tab was closed by mistake. The affected rows are mostly from the United Kingdom. It is not urgent, but it affects several users. Can you help us confirm whether the export is still running?",Urgent
1874,rRsluZpLvr,Business,Reusable prompt templates,"After checking translation prompts, we saw that we need approvals before changing prompts. The affected rows are mostly from France. This started after we exported from Google Sheets. This is blocking today's cleanup work. Can you confirm whether you can save reusable templates?",Urgent
1875,HXCnR1hf0n,Enterprise,Scheduled enrichment did not finish,"We ran into an issue with email addresses: only some rows were processed. The file has 480 rows and 28 columns. This started after we exported from Salesforce. The issue affects one workspace, but not another. Can you help us disable auto-run temporarily?",Low
1876,U0DX1VBONQ,Enterprise,Cannot access workspace,We ran into an issue with a teammate account: the reset email never arrived. We are using Edge on Ubuntu. The affected rows are mostly from Canada. We need this before a customer meeting. Can you confirm whether you can restore access?,Medium
1877,fERRRosGNZ,Enterprise,Company matching missed records,"While preparing leads from event lists for a deadline, we found some URLs include tracking parameters. We are using Chrome on iPadOS. This is blocking today's cleanup work. Please tune the matching rules and let me know the next step.",Low
1878,xG4uTJ9uxc,Business,CSV columns shifted after upload,"During a cleanup involving a product catalog, we found commas in the notes field. We are using Edge on Ubuntu. This is blocking today's cleanup work. What is the safest way to normalize the delimiter?",Medium
1879,YIXcelYmSS,Business,Encoding issue in names,The workflow related to French customer names reported the export was saved on a Windows laptop. The workspace has 3 active users. This is blocking today's cleanup work. What should we check before we detect the right file encoding?,Medium
1880,i5DhYMePE6,Free,Scheduled enrichment did not finish,A teammate checked email addresses and found the run stopped overnight. The upload file is a semicolon CSV created this morning. The file has 480 rows and 120 columns. I can share a sample row if needed. Is there a way to show failed rows?,Medium
1881,7PZPiOpse9,Enterprise,Company matching missed records,"While preparing companies with legal suffixes for a deadline, we found one source has old values. The affected rows are mostly from France. The file has 24,000 rows and 28 columns. This is blocking today's cleanup work. What is the safest way to export a change log?",Medium
1882,3mBNQbMbhT,Starter,Billing amount looks wrong,I need help with a duplicate subscription because we found the card was charged this morning. The upload file is a tab-separated file created during a migration test. We are testing this on a small file before running the full import. Can you help us apply the credit to the next invoice?,Urgent
1883,x3apxe0GiQ,Free,Auto-run stopped processing rows,"A teammate checked email addresses and found auto-run did not pick up new rows. The affected rows are mostly from Germany. The issue affects one workspace, but not another. Is there a way to resume from the failed rows?",High
1884,QZtTLx34ON,Free,Duplicates are not detected,I need help with contacts with two emails because we found the same company appears with local branches. The affected rows are mostly from Spain. This is blocking today's cleanup work. Please ignore empty fields during merge and let me know the next step.,Medium
1885,fj4jBIYWFJ,Free,Cannot access workspace,We ran into an issue with a teammate account: the browser shows a permission error. The file has 480 rows and 86 columns. This is blocking today's cleanup work. Can you confirm whether you can resend the invitation?,Medium
1886,SRoHPrNKLB,Business,Company matching missed records,A teammate checked leads from event lists and found the duplicate groups look too strict. This started after we exported from Salesforce. We are testing this on a small file before running the full import. Can you confirm whether you can tune the matching rules?,Low
1887,0r8BXvQWNF,Enterprise,Large export is slow,I need help with an enriched company table because we found the browser tab was closed by mistake. The workspace has 26 active users. We need this before a customer meeting. Could you help us help me split the file?,Low
1888,cr3SrYjOM1,Enterprise,Invoice has extra seats,"A teammate checked a canceled add-on and found the card was charged this morning. The file has 1,200 rows and 47 columns. The workspace has 58 active users. We need this before a customer meeting. What should we check before we update billing before renewal?",Low
1889,ZzLJqaDeTj,Starter,Webhook failed during enrichment,"A teammate checked LinkedIn URLs and found credits were consumed before the failure. The file has 100,000 rows and 28 columns. The same workflow worked last week. What should we check before we show failed rows?",Low
1890,YGZIH9ZANU,Starter,Encoding issue in names,"The workflow related to Portuguese product descriptions reported the file may be Windows-1252. We are using Chrome on Windows. The file has 100,000 rows and 28 columns. I can share a sample row if needed. Can you help us re-export the file correctly?",Medium
1891,Dq1FTEZoNh,Business,Company matching missed records,"After checking domains with tracking parameters, we saw that the same company appears with local branches. The workspace has 3 active users. The sales team is waiting for the cleaned file. Please ignore empty fields during merge and let me know the next step.",Medium
1892,Rs8JDa6mh1,Pro,Rows split into extra columns,"After checking a lead file, we saw that semicolon delimiters from our ERP. The upload file is a semicolon CSV created from a nightly export. The affected rows are mostly from France. We can work around it today, but need a reliable fix. Could you help us upload the file safely?",Urgent
1893,WHKPMrk006,Free,Webhook failed during enrichment,"After checking email addresses, we saw that the run stopped overnight. The workspace has 7 active users. This is blocking today's cleanup work. Please restart the run and let me know the next step.",Low
1894,AA49xJ7o9Z,Free,Commas broke my import,We ran into an issue with a supplier spreadsheet: tabs copied from Google Sheets. We are using Safari on iPadOS. The affected rows are mostly from Spain. I can share a sample row if needed. Can you help us identify the failed rows?,Urgent
1895,Ti7lzKBOqs,Business,Duplicates are not detected,"During a cleanup involving leads from event lists, we found one source has old values. We are using Firefox on macOS. This is blocking today's cleanup work. Can you confirm whether you can merge the best values?",High
1896,c108KAkoBN,Pro,Locked out after email change,"A teammate checked my admin account and found the browser shows a permission error. This started after we exported from Shopify. The file has 250,000 rows and 12 columns. We can work around it today, but need a reliable fix. Could you help us check the SSO configuration?",High
1897,lMrkHTeh17,Business,Prompt library request,"Our team is working on cleaning prompts, and we found we want fewer copy-paste mistakes. This started after we exported from Shopify. The sales team is waiting for the cleaned file. What is the safest way to track prompt versions?",Urgent
1898,zzKc6vMFGH,Free,Commas broke my import,The workflow related to a lead file reported line breaks inside addresses. The workspace has 7 active users. We are testing this on a small file before running the full import. Please keep multiline notes in one column and let me know the next step.,Low
1899,xotwFyhPXt,Starter,Locked out after email change,"During a cleanup involving a contractor login, we found the old email is no longer active. The workspace has 26 active users. We need this before a customer meeting. Is there a way to resend the invitation?",Medium
1900,VvQf0nza1M,Business,Save AI prompts for the team,"We ran into an issue with translation prompts: we test several LLM providers. The file has 250,000 rows and 12 columns. I can share a sample row if needed. Please save reusable templates and let me know the next step.",Urgent
1901,Dik5arTLpU,Starter,Broken accents after import,"The workflow related to currency symbols reported some rows came from an old CRM export. We are using Chrome on macOS. We can work around it today, but need a reliable fix. Is there a way to convert the file to clean UTF-8?",Urgent
1902,41LX5rENS2,Free,Webhook failed during enrichment,A teammate checked phone numbers and found only some rows were processed. The workspace has 26 active users. I can share a sample row if needed. What is the safest way to avoid duplicate charges?,Urgent
1903,FddXFdjwaf,Pro,Billing amount looks wrong,"While preparing an annual plan upgrade for a deadline, we found the card was charged this morning. The file has 1,000,000 rows and 86 columns. The same workflow worked last week. Is there a way to correct the invoice?",High
1904,Wn3y6nl5b4,Pro,Password reset did not work,"After checking our shared workspace, we saw that the old email is no longer active. The upload file is a CSV created yesterday. We can work around it today, but need a reliable fix. Is there a way to check the SSO configuration?",Low
1905,b1esqgyn9L,Enterprise,Export has been running too long,"Our team is working on a full product table, and we found the download link expired. The affected rows are mostly from the United Kingdom. The workspace has 58 active users. We are testing this on a small file before running the full import. Can you confirm whether you can confirm whether the export is still running?",High
1906,jPQ890AetW,Pro,Encoding issue in names,A teammate checked currency symbols and found the file mixes old and new rows. We are using Safari on Windows. We need this before a customer meeting. What is the safest way to list the characters that changed?,Low
1907,UYdVugRfdT,Free,CSV columns shifted after upload,"While preparing an order history file for a deadline, we found tabs copied from Google Sheets. The workspace has 3 active users. This is blocking today's cleanup work. What should we check before we upload the file safely?",Low
1908,p03RIWpfRD,Free,Auto-run stopped processing rows,I need help with LinkedIn URLs because we found auto-run did not pick up new rows. The upload file is a CSV created from a nightly export. Finance is waiting for an answer. What should we check before we show failed rows?,Low
1909,VgEbTLW5BH,Free,Scheduled enrichment did not finish,"Our team is working on new leads, and we found only some rows were processed. The file has 24,000 rows and 86 columns. I can share a sample row if needed. What is the safest way to explain the error?",High
1910,xMtya9OlEv,Enterprise,Save AI prompts for the team,"After checking cleaning prompts, we saw that we want fewer copy-paste mistakes. The file has 100,000 rows and 12 columns. The same workflow worked last week. Can you confirm whether you can track prompt versions?",High
1911,pvoZwjTkcP,Business,Broken accents after import,"I need help with Spanish addresses because we found the file may be Windows-1252. The affected rows are mostly from Spain. The workspace has 26 active users. The issue affects one workspace, but not another. Is there a way to detect the right file encoding?",Low
1912,Xav9M81YKN,Enterprise,Invoice has extra seats,"During a cleanup involving a canceled add-on, we found the invoice was already sent to finance. The file has 100,000 rows and 47 columns. Finance is waiting for an answer. Can you confirm whether you can explain the charge?",High
1913,zGrufCVFK7,Free,Cannot access workspace,The workflow related to a new SSO user reported the invite link has expired. The workspace has 26 active users. We are testing this on a small file before running the full import. Please check the SSO configuration and let me know the next step.,Medium
1914,WQZuhQy0tl,Business,Reusable prompt templates,"Our team is working on lead scoring prompts, and we found we test several LLM providers. The upload file is a CSV created yesterday. The sales team is waiting for the cleaned file. Can you help us apply a template to new files?",High
1915,PxcuiKYsYd,Business,Commas broke my import,"We ran into an issue with a CRM backup: tabs copied from Google Sheets. The file has 1,000,000 rows and 120 columns. This started after we exported from an internal admin tool. This is blocking today's cleanup work. Can you confirm whether you can upload the file safely?",Urgent
1916,mz81ghHoG0,Pro,Cannot access workspace,"While preparing our shared workspace for a deadline, we found SSO redirects to the wrong workspace. The file has 100,000 rows and 47 columns. The workspace has 58 active users. We need this before a customer meeting. Can you confirm whether you can restore access?",Low
1917,BiyiYNFAFJ,Pro,Save AI prompts for the team,"During a cleanup involving research prompts, we found different teammates need the same instructions. The upload file is a Excel export created after a scheduled sync. The file has 24,000 rows and 120 columns. The issue affects one workspace, but not another. Is there a way to save reusable templates?",Low
1918,UP5wp57lon,Starter,Password reset did not work,The workflow related to our shared workspace reported the reset email never arrived. We are using Chrome on Windows. This started after we exported from Pipedrive. This is blocking today's cleanup work. Can you confirm whether you can resend the invitation?,Medium
1919,ovM2ad1POp,Business,Invoice has extra seats,"Our team is working on two removed users, and we found the change was made last month. The affected rows are mostly from multiple EMEA offices. Finance is waiting for an answer. What should we check before we update billing before renewal?",Low
1920,HSepTEvNDP,Starter,Locked out after email change,"I need help with a teammate account because we found SSO redirects to the wrong workspace. The affected rows are mostly from Brazil. The issue affects one workspace, but not another. Can you confirm whether you can update the login email?",Urgent
1921,qLQfDsv6br,Pro,Unexpected charge on invoice,"Our team is working on a duplicate subscription, and we found the invoice was already sent to finance. The file has 250,000 rows and 120 columns. We are using Safari on macOS. It is not urgent, but it affects several users. Can you confirm whether you can explain the charge?",High
1922,It2AI7O2pg,Starter,Rows split into extra columns,The workflow related to a product catalog reported semicolon delimiters from our ERP. This started after we exported from an internal admin tool. We are testing this on a small file before running the full import. Can you help us keep multiline notes in one column?,Urgent
1923,Ks3yqzADG9,Pro,Prompt library request,"We ran into an issue with support triage prompts: we run the same prompt every week. The affected rows are mostly from the United States. We can work around it today, but need a reliable fix. Please track prompt versions and let me know the next step.",Low
1924,0gzojx9jGb,Free,Cannot access workspace,"While preparing a contractor login for a deadline, we found SSO redirects to the wrong workspace. The file has 100,000 rows and 47 columns. It is not urgent, but it affects several users. What is the safest way to restore access?",Urgent
1925,6gOVJkPXx6,Pro,Company matching missed records,"During a cleanup involving leads from event lists, we found one source has old values. The affected rows are mostly from Spain. We can work around it today, but need a reliable fix. Can you confirm whether you can merge the best values?",Medium
1926,A49OGztBN3,Business,Cannot access workspace,"After checking the owner account, we saw that SSO redirects to the wrong workspace. The file has 1,000,000 rows and 86 columns. The upload file is a tab-separated file created after a scheduled sync. We are testing this on a small file before running the full import. Can you help us resend the invitation?",Medium
1927,odwK4vXGz8,Enterprise,Password reset did not work,"After checking our shared workspace, we saw that SSO redirects to the wrong workspace. The upload file is a CSV created this morning. I can share a sample row if needed. What is the safest way to resend the invitation?",High
1928,rhLAf7oUFi,Business,Cannot access workspace,I need help with a teammate account because we found the invite link has expired. The workspace has 3 active users. Finance is waiting for an answer. Can you confirm whether you can restore access?,Urgent
1929,AqvK3FxVCB,Enterprise,Need CSV export before meeting,"After checking a filtered contact list, we saw that the download link expired. This started after we exported from Google Sheets. The affected rows are mostly from the United Kingdom. We need this before a customer meeting. Is there a way to export only visible columns?",Low
1930,wCNRbKh936,Starter,Reusable prompt templates,"After checking cleaning prompts, we saw that we need approvals before changing prompts. The affected rows are mostly from France. We are testing this on a small file before running the full import. Can you help us save reusable templates?",Low
1931,GKt4HnQmpp,Free,Prompt library request,"While preparing support triage prompts for a deadline, we found different teammates need the same instructions. We are using Chrome on Windows. We need this before a customer meeting. Please compare prompt outputs and let me know the next step.",High
1932,VBtT6db6zz,Business,Unexpected charge on invoice,I need help with a trial account because we found the renewal date is tomorrow. This started after we exported from HubSpot. This is blocking today's cleanup work. Could you help us correct the invoice?,Low
1933,saOjJhiXhc,Starter,Special characters look wrong,"While preparing Portuguese product descriptions for a deadline, we found some rows came from an old CRM export. The upload file is a tab-separated file created during a migration test. Finance is waiting for an answer. What is the safest way to detect the right file encoding?",Urgent
1934,JNtRgEtWFh,Enterprise,Duplicates are not detected,"While preparing contacts with two emails for a deadline, we found one source has old values. We are using Chrome on iPadOS. The workspace has 58 active users. We are testing this on a small file before running the full import. Please keep the newest value and let me know the next step.",Low
1935,E5QtyLp1J4,Pro,Reusable prompt templates,The workflow related to research prompts reported we test several LLM providers. This started after we exported from Airtable. I can share a sample row if needed. Could you help us save reusable templates?,Medium
1936,48yf2vXqGJ,Enterprise,Prompt library request,"During a cleanup involving translation prompts, we found we run the same prompt every week. The file has 100,000 rows and 47 columns. We are testing this on a small file before running the full import. Can you confirm whether you can lock approved prompts?",Low
1937,2pGA1UwDDe,Business,Locked out after email change,"The workflow related to a contractor login reported the invite link has expired. The file has 100,000 rows and 28 columns. The workspace has 58 active users. We are testing this on a small file before running the full import. Could you help us restore access?",High
1938,bdIAgPNPPj,Enterprise,Encoding issue in names,"During a cleanup involving Spanish addresses, we found UTF-8 worked in Excel but not after upload. The upload file is a semicolon CSV created from a nightly export. We can work around it today, but need a reliable fix. What is the safest way to re-export the file correctly?",Low
1939,mdCmZ2ethK,Pro,Save AI prompts for the team,"While preparing lead scoring prompts for a deadline, we found different teammates need the same instructions. The affected rows are mostly from Canada. We need this before a customer meeting. What should we check before we track prompt versions?",High
1940,0MGZmeElcr,Pro,Reusable prompt templates,"Our team is working on translation prompts, and we found we need approvals before changing prompts. This started after we exported from Pipedrive. Finance is waiting for an answer. Is there a way to track prompt versions?",Medium
1941,tMVrZ6oCgV,Starter,Billing amount looks wrong,"After checking a trial account, we saw that the change was made last month. This started after we exported from Pipedrive. We can work around it today, but need a reliable fix. What is the safest way to confirm the active seats?",High
1942,ZZK5lpl7ba,Business,Duplicates are not detected,"While preparing contacts with two emails for a deadline, we found the duplicate groups look too strict. We are using Firefox on iPadOS. The issue affects one workspace, but not another. Can you confirm whether you can merge the best values?",Urgent
1943,wwTH9EvWqd,Pro,Scheduled enrichment did not finish,"After checking email addresses, we saw that auto-run did not pick up new rows. The file has 250,000 rows and 47 columns. Finance is waiting for an answer. Please explain the error and let me know the next step.",High
1944,bw1GXcugfp,Free,Invoice has extra seats,"Our team is working on an old workspace, and we found the invoice was already sent to finance. The workspace has 3 active users. It is not urgent, but it affects several users. Is there a way to correct the invoice?",Medium
1945,lKa27nbNFC,Starter,Reusable prompt templates,We ran into an issue with lead scoring prompts: different teammates need the same instructions. The upload file is a CSV created from a nightly export. The same workflow worked last week. Is there a way to compare prompt outputs?,High
1946,roOseSM4F7,Enterprise,Cannot access workspace,"The workflow related to a contractor login reported the reset email never arrived. The file has 250,000 rows and 12 columns. We are using Edge on Ubuntu. I can share a sample row if needed. Can you confirm whether you can send a recovery link?",Urgent
1947,R3Ldx9ptSh,Free,Encoding issue in names,"After checking Nordic characters, we saw that UTF-8 worked in Excel but not after upload. The workspace has 7 active users. We are testing this on a small file before running the full import. Could you help us keep accents readable?",Low
1948,SpDwicqPTe,Starter,Large export is slow,"A teammate checked a 200k-row collection and found the download link expired. The file has 8,500 rows and 28 columns. We can work around it today, but need a reliable fix. Can you confirm whether you can speed up the export?",Medium
1949,i29bcuPKYL,Enterprise,Special characters look wrong,"While preparing German company names for a deadline, we found some rows came from an old CRM export. The file has 8,500 rows and 120 columns. The upload file is a CSV created last Friday. The issue affects one workspace, but not another. What should we check before we fix the encoding?",Low
1950,yYctzDhVmZ,Free,Need help merging duplicate rows,"While preparing names with typos for a deadline, we found the duplicate groups look too strict. The workspace has 14 active users. The file has 480 rows and 120 columns. I can share a sample row if needed. What is the safest way to tune the matching rules?",High
1951,TbjnWOhxhK,Starter,Prompt library request,"After checking research prompts, we saw that different teammates need the same instructions. This started after we exported from Pipedrive. The issue affects one workspace, but not another. Could you help us save reusable templates?",Medium
1952,JrbmhF4Wzf,Free,Need CSV export before meeting,"During a cleanup involving a 200k-row collection, we found the progress bar has not moved. This started after we exported from Pipedrive. It is not urgent, but it affects several users. Could you help us export only visible columns?",Low
1953,c7BvRYsNas,Free,Password reset did not work,"A teammate checked a teammate account and found the old email is no longer active. This started after we exported from Airtable. The file has 1,000,000 rows and 86 columns. The issue affects one workspace, but not another. Could you help us transfer ownership?",High
1954,Xv00LrUhau,Starter,Encoding issue in names,"We ran into an issue with French customer names: the file may be Windows-1252. The file has 1,200 rows and 28 columns. The upload file is a tab-separated file created after a scheduled sync. We are testing this on a small file before running the full import. Could you help us list the characters that changed?",Low
1955,HJ7rVV7YiM,Enterprise,Webhook failed during enrichment,We ran into an issue with LinkedIn URLs: credits were consumed before the failure. This started after we exported from Airtable. We need this before a customer meeting. Is there a way to restart the run?,Low
1956,dfCWQsswVj,Business,CSV columns shifted after upload,"Our team is working on a CRM backup, and we found unescaped quotes in product descriptions. We are using Chrome on iPadOS. This is blocking today's cleanup work. What is the safest way to repair the import?",Low
1957,9CU6N5WFqX,Enterprise,Invoice has extra seats,The workflow related to two removed users reported the change was made last month. The upload file is a UTF-8 CSV created last Friday. We need this before a customer meeting. What is the safest way to confirm the active seats?,Urgent
1958,UZMLsXpoMP,Free,Locked out after email change,"After checking our shared workspace, we saw that the old email is no longer active. The upload file is a Excel export created yesterday. We can work around it today, but need a reliable fix. Please transfer ownership and let me know the next step.",High
1959,S2mJiqbzPD,Enterprise,Save AI prompts for the team,"While preparing support triage prompts for a deadline, we found we test several LLM providers. The workspace has 58 active users. We can work around it today, but need a reliable fix. Could you help us lock approved prompts?",High
1960,nqp8ugI7Ju,Enterprise,Export has been running too long,"After checking a filtered contact list, we saw that the export must include all columns. The affected rows are mostly from Brazil. The file has 1,200 rows and 12 columns. I can share a sample row if needed. Could you help us retry the job?",Low
1961,36enKvUfET,Starter,Need CSV export before meeting,"We ran into an issue with a deduplicated lead list: the file is needed for a scheduled import. We are using Chrome on macOS. The issue affects one workspace, but not another. Is there a way to export only visible columns?",Urgent
1962,UkIRLxSXzy,Starter,Save AI prompts for the team,We ran into an issue with support triage prompts: different teammates need the same instructions. The upload file is a UTF-8 CSV created after a scheduled sync. We need this before a customer meeting. Could you help us apply a template to new files?,High
1963,GvVb96gFid,Free,Invoice has extra seats,A teammate checked a canceled add-on and found the invoice was already sent to finance. We are using Edge on Windows. Finance is waiting for an answer. Can you confirm whether you can explain the charge?,Urgent
1964,Xmvx4Rc1MD,Free,Company matching missed records,"Our team is working on companies with legal suffixes, and we found the same company appears with local branches. The upload file is a UTF-8 CSV created during a migration test. We are using Firefox on Windows. We can work around it today, but need a reliable fix. Please export a change log and let me know the next step.",Medium
1965,XsdWfy6ny1,Free,Special characters look wrong,"During a cleanup involving Nordic characters, we found some rows came from an old CRM export. We are using Firefox on Windows. The sales team is waiting for the cleaned file. Could you help us convert the file to clean UTF-8?",Urgent
1966,TAaXdDvQ1B,Free,Unexpected charge on invoice,"A teammate checked two removed users and found the receipt does not match our purchase order. This started after we exported from Google Sheets. It is not urgent, but it affects several users. Please apply the credit to the next invoice and let me know the next step.",Urgent
1967,zAtUWt9H4v,Starter,Broken accents after import,We ran into an issue with French customer names: some rows came from an old CRM export. This started after we exported from Excel. The affected rows are mostly from Canada. The same workflow worked last week. What is the safest way to keep accents readable?,High
1968,dinwN0q4o9,Free,Save AI prompts for the team,"During a cleanup involving lead scoring prompts, we found different teammates need the same instructions. We are using Firefox on iPadOS. Finance is waiting for an answer. Can you help us track prompt versions?",Medium
1969,YzEo6XUMp3,Free,Broken accents after import,"While preparing German company names for a deadline, we found the file mixes old and new rows. This started after we exported from Google Sheets. The issue affects one workspace, but not another. Can you confirm whether you can keep accents readable?",Medium
1970,1pIt4q2oDD,Starter,Need help merging duplicate rows,"While preparing companies with legal suffixes for a deadline, we found some rows have empty phone numbers. The affected rows are mostly from the United Kingdom. This is blocking today's cleanup work. Can you confirm whether you can tune the matching rules?",Urgent
1971,dfn8U5ugeV,Pro,Encoding issue in names,"The workflow related to Spanish addresses reported some rows came from an old CRM export. The upload file is a CSV created this morning. The issue affects one workspace, but not another. What should we check before we list the characters that changed?",Urgent
1972,RIuvxOzPfk,Business,Password reset did not work,"Our team is working on a new SSO user, and we found the invite link has expired. The affected rows are mostly from the United States. Finance is waiting for an answer. Can you help us restore access?",Urgent
1973,EG0NapJku0,Free,Reusable prompt templates,"After checking classification prompts, we saw that we need approvals before changing prompts. The workspace has 58 active users. The sales team is waiting for the cleaned file. Can you help us share prompts with the workspace?",Urgent
1974,VyeWco8I9l,Free,Save AI prompts for the team,"I need help with cleaning prompts because we found different teammates need the same instructions. The file has 250,000 rows and 120 columns. We need this before a customer meeting. Could you help us share prompts with the workspace?",Urgent
1975,ZAFwDdmVoP,Starter,Billing amount looks wrong,"The workflow related to a canceled add-on reported the invoice was already sent to finance. The workspace has 14 active users. The upload file is a UTF-8 CSV created this morning. It is not urgent, but it affects several users. Is there a way to confirm the active seats?",Low
1976,wInRFZ10W5,Enterprise,Large export is slow,"A teammate checked a 200k-row collection and found the browser tab was closed by mistake. The workspace has 58 active users. The affected rows are mostly from the United Kingdom. We can work around it today, but need a reliable fix. Could you help us speed up the export?",Medium
1977,24nSdIKtGT,Enterprise,Cannot access workspace,"I need help with my admin account because we found the reset email never arrived. The workspace has 7 active users. This started after we exported from Google Sheets. We can work around it today, but need a reliable fix. What should we check before we restore access?",High
1978,ppMGdYZFj4,Starter,Save AI prompts for the team,A teammate checked translation prompts and found we need approvals before changing prompts. The affected rows are mostly from the United Kingdom. We are using Safari on macOS. Finance is waiting for an answer. Could you help us apply a template to new files?,Low
1979,n3lyjmER3D,Enterprise,Prompt library request,"After checking lead scoring prompts, we saw that we test several LLM providers. We are using Chrome on macOS. Finance is waiting for an answer. Is there a way to lock approved prompts?",High
1980,1LIXxmAGAi,Enterprise,Invoice has extra seats,"Our team is working on a trial account, and we found the change was made last month. The affected rows are mostly from the United Kingdom. The upload file is a Excel export created after a scheduled sync. The sales team is waiting for the cleaned file. What should we check before we apply the credit to the next invoice?",High
1981,Z7OjrPZkSJ,Enterprise,Save AI prompts for the team,"Our team is working on cleaning prompts, and we found we want fewer copy-paste mistakes. The upload file is a Excel export created this morning. This is blocking today's cleanup work. What is the safest way to apply a template to new files?",High
1982,DwuBP5ZB4C,Enterprise,Locked out after email change,"During a cleanup involving the owner account, we found the old email is no longer active. The affected rows are mostly from multiple EMEA offices. We are using Edge on Windows. I can share a sample row if needed. Can you confirm whether you can update the login email?",High
1983,7IGs1qK60m,Business,CSV columns shifted after upload,"We ran into an issue with an order history file: empty columns near the end. The affected rows are mostly from Spain. We can work around it today, but need a reliable fix. Please normalize the delimiter and let me know the next step.",Urgent
1984,cPGUz5c0R8,Business,Reusable prompt templates,I need help with translation prompts because we found we want fewer copy-paste mistakes. The file has 480 rows and 86 columns. We are testing this on a small file before running the full import. Is there a way to share prompts with the workspace?,High
1985,QsTeuld7UA,Pro,CSV columns shifted after upload,"I need help with a CRM backup because we found semicolon delimiters from our ERP. The file has 100,000 rows and 86 columns. I can share a sample row if needed. What should we check before we repair the import?",High
1986,YyrD6s9VT6,Pro,Company matching missed records,"After checking contacts with two emails, we saw that the duplicate groups look too strict. The affected rows are mostly from Brazil. We are using Chrome on iPadOS. The same workflow worked last week. What should we check before we export a change log?",Urgent
1987,sjisVSJL1T,Enterprise,Unexpected charge on invoice,"We ran into an issue with an old workspace: the invoice was already sent to finance. The affected rows are mostly from Germany. We can work around it today, but need a reliable fix. Is there a way to explain the charge?",High
1988,1G6Dw1XaCD,Business,Duplicates are not detected,"The workflow related to accounts from two CRMs reported one source has old values. The file has 24,000 rows and 120 columns. This is blocking today's cleanup work. What should we check before we preview duplicate groups?",Low
